,addr,response
0,189.41.223.232:80,Connection refused
1,189.41.223.232:80,Connection refused
2,189.41.223.232:80,Connection refused
3,189.41.223.232:80,Connection refused
4,189.41.223.232:80,Connection refused
5,189.41.223.232:80,Connection refused
6,189.41.223.232:80,Connection refused
7,189.41.223.232:80,Connection refused
8,189.41.223.232:80,Connection refused
9,189.41.223.232:80,Connection refused
10,189.41.223.232:80,Connection refused
11,189.41.223.232:80,Connection refused
12,189.41.223.232:80,Connection refused
13,189.41.223.232:80,Connection refused
14,189.41.223.232:80,Connection refused
15,189.41.223.232:80,Connection refused
16,189.41.223.232:80,Connection refused
17,189.41.223.232:80,Connection refused
18,189.41.223.232:80,Connection refused
19,189.41.223.232:80,Connection refused
20,189.41.223.232:80,Connection refused
21,189.41.223.232:80,Connection refused
22,189.41.223.232:80,Connection refused
23,189.41.223.232:80,Connection refused
24,189.41.223.232:80,Connection refused
25,189.41.223.232:80,Connection refused
26,189.41.223.232:80,Connection refused
27,189.41.223.232:80,Connection refused
28,189.41.223.232:80,Connection refused
29,189.41.223.232:80,Connection refused
30,189.41.223.232:80,Connection refused
31,189.41.223.232:80,Connection refused
32,189.41.223.232:80,Connection refused
33,189.41.223.232:80,Connection refused
34,189.41.223.232:80,Connection refused
35,189.41.223.232:80,Connection refused
36,189.41.223.232:80,Connection refused
37,189.41.223.232:80,Connection refused
38,189.41.223.232:80,Connection refused
39,189.41.223.232:80,Connection refused
40,189.41.223.232:80,Connection refused
41,189.41.223.232:80,Connection refused
42,189.41.223.232:80,Connection refused
43,189.41.223.232:80,Connection refused
44,189.41.223.232:80,Connection refused
45,189.41.223.232:80,Connection refused
46,189.41.223.232:80,Connection refused
47,189.41.223.232:80,Connection refused
48,189.41.223.232:80,Connection refused
49,189.41.223.232:80,Connection refused
50,189.41.223.232:80,Connection refused
51,189.41.223.232:80,Connection refused
52,189.41.223.232:80,Connection refused
53,189.41.223.232:80,Connection refused
54,189.41.223.232:80,Connection refused
0,86.121.221.141:80,"<!DOCTYPE html>
<html><head><title>Document Error: Not Found</title></head>
<body><h2>Access Error: 404 -- Not Found</h2>
<p>Can't open URL</p>
</body>
</html>
"
1,86.121.221.141:80,"<!DOCTYPE html>
<html><head><title>Document Error: Not Found</title></head>
<body><h2>Access Error: 404 -- Not Found</h2>
<p>Can't open URL</p>
</body>
</html>
"
2,86.121.221.141:80,"<!DOCTYPE html>
<html><head><title>Document Error: Not Found</title></head>
<body><h2>Access Error: 404 -- Not Found</h2>
<p>Can't open URL</p>
</body>
</html>
"
3,86.121.221.141:80,"<!DOCTYPE html>
<html><head><title>Document Error: Not Found</title></head>
<body><h2>Access Error: 404 -- Not Found</h2>
<p>Can't open URL</p>
</body>
</html>
"
4,86.121.221.141:80,"<!DOCTYPE html>
<html><head><title>Document Error: Not Found</title></head>
<body><h2>Access Error: 404 -- Not Found</h2>
<p>Can't open URL</p>
</body>
</html>
"
5,86.121.221.141:80,"<!DOCTYPE html>
<html><head><title>Document Error: Not Found</title></head>
<body><h2>Access Error: 404 -- Not Found</h2>
<p>Can't open URL</p>
</body>
</html>
"
6,86.121.221.141:80,"<!DOCTYPE html>
<html><head><title>Document Error: Not Found</title></head>
<body><h2>Access Error: 404 -- Not Found</h2>
<p>Can't open URL</p>
</body>
</html>
"
7,86.121.221.141:80,"<!DOCTYPE html>
<html><head><title>Document Error: Not Found</title></head>
<body><h2>Access Error: 404 -- Not Found</h2>
<p>Can't open URL</p>
</body>
</html>
"
8,86.121.221.141:80,"<!DOCTYPE html>
<html><head><title>Document Error: Not Found</title></head>
<body><h2>Access Error: 404 -- Not Found</h2>
<p>Can't open URL</p>
</body>
</html>
"
9,86.121.221.141:80,"<!DOCTYPE html>
<html><head><title>Document Error: Not Found</title></head>
<body><h2>Access Error: 404 -- Not Found</h2>
<p>Can't open URL</p>
</body>
</html>
"
